indroea;anomes;hmedmes;qmedmes;apormedmes;qcmes;hcmes;dia_cmes;qnmes;hnmes;dia_nmes;orig_dato_id
1724;197712;1.76;25.727;68.908;64.3;2.49;7;12.75;1.45;31;1
1724;197801;1.6;20.098;53.831;55.6;2.36;28;7.92;1.27;18;1
1724;197802;2.15;46.074;111.463;104;3;28;16.6;1.56;14;1
1724;197803;1.96;35.808;95.907;96.57;2.91;2;18.8;1.62;23;1
1724;197804;1.62;18.963;49.153;24;1.75;1;16.25;1.55;29;1
1724;197805;1.6;18.263;48.915;31.4;1.92;5;10.05;1.36;31;1
1724;197806;1.28;8.217;21.298;9.58;1.34;1;6.96;1.23;13;1
1724;197807;1.12;4.943;13.239;7.68;1.26;1;3.65;1.04;29;1
1724;197808;1;3.122;8.361;3.98;1.06;3;2.52;0.96;28;1
1724;197809;0.96;2.568;6.656;3;1;28;2.4;0.95;8;1
1724;197810;1.02;3.381;9.055;5.602;1.16;12;1.8;0.9;8;1
1724;197811;1.04;3.573;9.261;5.602;1.16;28;2.76;0.98;6;1
1724;197812;2.03;45.111;120.826;174.45;3.69;29;4.304;1.08;1;1
1724;197901;2.25;51.982;139.229;123;3.2;12;24;1.75;24;1
1724;197902;2.6;78.009;188.719;175.5;3.7;9;25.2;1.78;28;1
1724;197903;1.83;29.078;77.883;80.525;2.71;26;15.9;1.54;21;1
1724;197904;2.01;35.95;93.182;58;2.4;10;22;1.7;30;1
1724;197905;1.58;17.306;46.354;22;1.7;1;14.15;1.49;25;1
1724;197906;1.39;11.668;30.242;19.6;1.64;10;6.964;1.23;18;1
1724;197907;1.18;5.974;16;7.44;1.25;1;5.116;1.13;7;1
1724;197908;1.19;6.139;16.443;6.726;1.22;2;5.764;1.17;31;1
1724;197909;1.19;6.188;16.04;7.202;1.24;21;5.764;1.17;28;1
1724;197910;1.29;8.107;21.714;14.922;1.64;27;5.454;1.16;3;1
1724;197911;1.73;19.824;51.383;48.241;2.4;18;9.399;1.36;8;1
1724;197912;1.66;16.378;43.868;53.593;2.48;31;11.371;1.46;7;1
1724;198001;1.89;25.184;67.453;61.621;2.6;24;13.344;1.56;19;1
1724;198002;1.77;18.762;47.01;25.168;1.94;1;15.316;1.66;29;1
1724;198003;1.66;16.762;44.896;37.538;2.24;29;12.358;1.51;23;1
1724;198004;1.66;15.966;41.383;25.956;1.96;1;11.766;1.48;30;1
1724;198005;1.54;13.057;34.973;16.894;1.73;12;10.977;1.44;29;1
1724;198006;1.36;9.346;24.226;11.371;1.46;15;7.821;1.28;30;1
1724;198007;1.18;5.778;15.477;7.821;1.28;1;4.073;1.09;31;1
1724;198008;1.08;3.819;10.228;4.27;1.1;1;2.89;1.03;15;1
1724;198009;1.06;3.56;9.228;5.848;1.18;22;2.298;1;17;1
1724;198010;1.24;5.247;14.053;10.247;1.46;24;1.252;1.03;4;1
1724;198011;1.37;8.106;21.01;18.864;1.78;12;4.476;1.22;6;1
1724;198012;1.56;15.445;41.368;117.7;3.24;20;5.438;1.26;12;1
1724;198101;1.53;12.088;32.378;24.38;1.92;16;8.805;1.4;9;1
1724;198102;1.42;9.422;22.793;18.864;1.78;28;7.121;1.33;25;1
1724;198103;1.67;15.506;41.531;24.38;1.92;12;12.171;1.54;27;1
1724;198104;1.62;14.161;36.706;21.228;1.84;11;10.969;1.49;29;1
1724;198105;1.52;11.613;31.103;13.133;1.58;12;9.526;1.43;7;1
1724;198106;1.36;7.787;20.183;11.69;1.52;2;4.235;1.21;29;1
1724;198107;1.13;2.417;6.473;4.235;1.21;1;1.397;1.06;29;1
1724;198108;1.07;1.457;3.904;1.59;1.1;10;1.3;1.04;30;1
1724;198109;1.07;1.983;5.14;6.881;1.32;27;1.203;1.02;4;1
1724;198110;1.45;10.086;27.015;21.228;1.84;5;4.235;1.21;1;1
1724;198111;1.24;4.917;12.744;6.881;1.32;1;3.995;1.2;17;1
1724;198112;2.02;37.71;101.004;166.5;3.64;23;3.754;1.19;5;1
1724;198201;1.93;25.806;69.119;48.241;2.4;1;11.209;1.5;31;1
1724;198202;1.45;10.147;24.548;22.016;1.86;27;6.881;1.32;20;1
1724;198203;1.48;10.884;29.152;19.258;1.79;1;7.362;1.34;31;1
1724;198204;1.24;4.981;12.91;8.324;1.38;4;2.071;1.12;29;1
1724;198205;1.11;2.026;5.425;5.438;1.26;13;1.445;1.07;25;1
1724;198206;1.12;2.165;5.613;5.919;1.28;3;1.397;1.06;26;1
1724;198207;1.02;1.202;3.219;1.397;1.06;1;1.107;1;12;1
1724;198208;0.97;0.968;2.592;1.155;1.01;1;0.865;0.95;22;1
1724;198209;0.99;1.036;2.685;1.493;1.08;25;0.768;0.93;23;1
1724;198210;1.32;6.89;18.454;18.47;1.77;13;1.397;1.06;1;1
1724;198211;1.59;14.045;36.406;27.532;2;8;4.476;1.22;1;1
1724;198212;1.86;25.436;68.127;41.09;2.06;19;9.526;1.43;4;1
1724;198301;1.41;9.754;26.126;18.58;1.67;1;5.4;1.26;30;1
1724;198302;1.41;12.605;30.493;63.2;2.26;25;3.44;1.18;19;1
1724;198303;1.47;11.58;31.016;23.9;1.8;1;7.24;1.33;30;1
1724;198304;1.69;19.562;50.704;30.92;1.93;30;11.76;1.48;3;1
1724;198305;1.93;32.64;87.423;56;2.2;17;18.19;1.66;30;1
1724;198306;1.39;9.264;24.013;21.41;1.74;1;3.9;1.2;29;1
1724;198307;1.14;2.782;7.45;4.9;1.24;3;1.95;1.1;20;1
1724;198308;1.08;1.633;4.373;2.98;1.16;8;1.2;1.05;15;1
1724;198309;1;1.083;2.808;1.95;1.1;1;0.831;0.95;14;1
1724;198310;0.99;0.983;2.634;1.163;1.04;5;0.831;0.95;15;1
1724;198311;1.09;2.189;5.674;4.9;1.24;21;0.905;0.97;1;1
1724;198312;1.38;12.151;32.546;89;2.46;23;1.35;1.06;9;1
1724;198401;1.6;17.196;46.059;43.22;2.08;22;6.96;1.32;5;1
1724;198402;1.65;18.191;45.579;34.7;2;2;11.12;1.46;22;1
1724;198403;1.5;13.927;37.301;53.87;2.18;31;6.96;1.32;20;1
1724;198404;1.64;21.536;55.822;89;2.46;3;5.65;1.27;30;1
1724;198405;1.42;10.215;27.359;18.97;1.68;24;5.9;1.28;1;1
1724;198406;1.55;14.905;38.633;32.54;1.96;5;6.15;1.29;29;1
1724;198407;1.15;3.054;8.179;5.65;1.27;1;1.5;1.07;26;1
1724;198408;1.07;1.572;4.209;2.27;1.12;22;1.163;1.04;19;1
1724;198409;1.05;1.239;3.211;1.8;1.09;30;1.163;1.04;7;1
1724;198410;1.39;10.634;28.481;60.8;2.24;5;4.65;1.23;18;1
1724;198411;1.83;36.252;93.964;95;2.5;25;5.15;1.25;1;1
1724;198412;1.82;26.894;72.032;57.2;2.21;1;16.63;1.62;31;1
1724;198501;1.72;24.061;64.446;72.8;2.34;26;9.84;1.42;16;1
1724;198502;2.2;79.468;192.25;313.75;3.35;12;19.75;1.7;6;1
1724;198503;1.8;26.291;70.419;80;2.4;22;13.78;1.54;17;1
1724;198504;1.83;27.199;70.5;56;2.2;8;12.745;1.51;30;1
1724;198505;1.41;9.524;25.509;12.4;1.5;1;8.08;1.36;29;1
1724;198506;1.28;6.056;15.696;11.12;1.46;2;2.59;1.14;30;1
1724;198507;1.1;1.897;5.082;3.44;1.18;9;1.2;1.05;27;1
1724;198508;1.06;1.372;3.674;1.65;1.08;1;1.163;1.04;9;1
1724;198509;1.03;1.125;2.916;1.35;1.06;1;1.052;1.01;19;1
1724;198510;1.05;1.222;3.273;1.35;1.06;5;1.089;1.02;1;1
1724;198511;1.15;3.025;7.841;9.84;1.42;10;1.65;1.08;1;1
1724;198512;1.38;10.18;27.266;50.675;2.15;25;2.98;1.16;3;1
1724;198601;1.77;23.728;63.554;63.2;2.26;2;15.16;1.58;14;1
1724;198602;1.86;36.163;87.485;124.4;2.64;23;11.12;1.46;10;1
1724;198603;1.81;26.198;70.168;58.4;2.22;1;17.8;1.65;19;1
1724;198604;1.53;13.486;34.956;18.58;1.67;1;10.8;1.45;18;1
1724;198605;1.57;15.206;40.728;23.9;1.8;17;8.36;1.37;31;1
1724;198606;1.23;4.754;12.322;7.52;1.34;1;2.59;1.14;30;1
1724;198607;1.07;1.535;4.113;2.27;1.12;1;1.2;1.05;26;1
1724;198608;1.06;1.329;3.561;1.65;1.08;23;1.163;1.04;28;1
1724;198609;1.22;4.911;12.73;17.41;1.64;14;1.163;1.04;2;1
1724;198610;1.14;2.615;7.003;3.9;1.2;28;1.8;1.09;21;1
1724;198611;1.35;7.71;19.985;27.11;1.84;14;3.21;1.17;2;1
1724;198612;1.39;8.226;22.031;11.81;1.51;14;5.065;1.28;7;1
1724;198701;1.42;9.516;25.488;27.11;1.84;29;5.305;1.29;16;1
1724;198702;1.7;20.167;48.789;46.37;2.08;17;13.218;1.55;10;1
1724;198703;1.58;14.671;39.294;27.913;1.85;1;9.503;1.44;23;1
1724;198704;1.7;20.028;51.914;44.765;2.06;7;12.866;1.54;30;1
1724;198705;1.34;6.699;17.943;11.458;1.5;1;3.698;1.22;29;1
1724;198706;1.23;3.829;9.925;6.329;1.33;20;2.876;1.18;30;1
1724;198707;1.16;2.607;6.983;5.544;1.3;17;1.436;1.1;28;1
1724;198708;1.07;0.994;2.662;1.138;1.08;13;0.84;1.06;4;1
1724;198709;1.11;1.621;4.201;5.544;1.3;27;0.989;1.07;1;1
1724;198710;1.66;34.759;93.099;461.661;4;15;0.289;0.78;29;1
1724;198711;1.61;15.963;41.377;33.573;1.93;1;11.458;1.5;22;1
1724;198712;1.73;22.341;59.838;40.662;2.02;14;0.627;1.04;17;1
1724;198801;1.84;33.425;89.527;216.34;3.1;29;5.544;1.3;31;1
1724;198802;2.09;59.292;148.563;216.34;3.1;6;14.342;1.58;28;1
1724;198803;1.42;9.084;24.331;13.593;1.56;1;6.853;1.35;27;1
1724;198804;1.61;16.357;42.397;32.061;1.91;18;8.275;1.4;1;1
1724;198805;1.67;18.833;50.443;38.957;2;7;10.14;1.46;31;1
1724;198806;1.41;8.581;22.243;11.81;1.51;15;6.591;1.34;28;1
1724;198807;1.35;6.98;18.696;12.866;1.54;20;3.264;1.2;18;1
1724;198808;1.2;3.352;8.978;5.544;1.3;1;2.294;1.15;28;1
1724;198809;1.11;1.57;4.069;2.876;1.18;28;1.138;1.08;15;1
1724;198810;1.15;2.472;6.622;7.358;1.37;14;1.288;1.08;2;1
1724;198811;1.16;2.457;6.369;3.21;1.2;30;2.191;1.14;17;1
1724;198812;1.29;5.679;15.211;17.518;1.66;3;3.041;1.19;30;1
1724;198901;1.24;4.192;11.227;10.104;1.46;7;2.531;1.16;31;1
1724;198902;1.26;5.904;14.284;31.868;1.96;28;2.531;1.16;1;1
1724;198903;1.62;17.004;45.544;59.38;2.4;1;7.631;1.38;27;1
1724;198904;1.68;19.154;49.646;29.723;1.92;16;7.631;1.38;2;1
1724;198905;1.48;11.16;29.892;20.976;1.74;1;7.085;1.36;20;1
1724;198906;1.3;5.614;14.552;10.104;1.46;16;2.531;1.16;30;1
1724;198907;1.41;8.127;21.766;18.644;1.7;4;2.361;1.15;2;1
1724;198908;1.16;1.342;3.594;5.411;1.34;4;1.04;1.14;12;1
1724;198909;1.09;0.411;1.065;1.04;1.14;1;0.042;1.01;15;1
1724;198910;1.13;1.846;4.945;7.813;1.42;23;0;1;12;1
1724;198911;1.76;23.357;60.54;47.271;2.22;19;4.261;1.3;2;1
1724;198912;2.16;45.46;121.76;113.348;3.05;22;12.831;1.56;11;1
1724;199001;1.6;16.508;44.216;25.584;1.83;1;10.251;1.42;25;1
1724;199002;1.78;23.907;57.836;35.987;2.06;3;13.914;1.53;28;1
1724;199003;1.37;8.689;23.273;13.566;1.52;1;5.888;1.27;25;1
1724;199004;1.3;6.611;17.135;7.254;1.32;24;5.356;1.25;30;1
1724;199005;1.21;4.284;11.474;5.622;1.26;14;3.455;1.17;31;1
1724;199006;1.11;2.202;5.707;3.455;1.17;1;0.879;1.03;30;1
1724;199007;0.99;0.389;1.043;0.743;1.02;1;0.295;0.98;8;1
1724;199008;0.99;0.374;1.001;0.743;1.02;29;0.295;0.98;1;1
1724;199009;0.99;0.412;1.067;1.016;1.04;28;0.207;0.97;12;1
1724;199010;1.22;5.409;14.486;21.442;1.73;31;1.016;1.04;1;1
1724;199011;1.42;10.306;26.714;15.696;1.58;1;6.153;1.28;19;1
1724;199012;1.5;13.69;36.667;40.848;2.16;31;7.823;1.34;7;1
1724;199101;1.87;28.111;75.292;58.775;2.5;7;13.566;1.52;31;1
1724;199102;1.53;14.152;34.237;22.657;1.76;9;11.537;1.46;22;1
1724;199103;2.01;34.179;91.544;62.327;2.56;12;16.42;1.6;2;1
1724;199104;1.62;17.105;44.337;21.041;1.72;5;12.87;1.5;30;1
1724;199105;1.41;9.883;26.47;12.87;1.5;1;5.888;1.27;30;1
1724;199106;1.16;3.433;8.898;6.685;1.3;7;0.743;1.02;30;1
1724;199107;1.02;0.802;2.147;1.495;1.07;29;0.295;0.98;17;1
1724;199108;1.12;1.227;3.285;2.408;1.12;1;0.909;1.23;27;1
1724;199109;1.24;1.427;3.699;12.87;1.7;30;0.083;1.11;24;1
1724;199110;1.39;9.436;25.273;19.074;1.67;15;5.622;1.26;6;1
1724;199111;1.75;22.879;59.302;71.286;2.7;15;8.409;1.36;1;1
1724;199112;1.39;9.637;25.811;19.074;1.67;1;4.619;1.22;29;1
1724;199201;1.25;5.522;14.791;14.262;1.54;9;3.231;1.16;30;1
1724;199202;1.2;4.117;10.315;6.153;1.28;13;3.231;1.16;1;1
1724;199203;1.14;3.011;8.064;10.251;1.42;30;1.495;1.07;12;1
1724;199204;1.8;24.585;63.724;40.848;2.16;3;10.568;1.43;1;1
1724;199205;1.37;8.788;23.538;14.972;1.56;1;6.153;1.28;27;1
1724;199206;1.3;6.682;17.319;10.886;1.44;8;3.679;1.18;28;1
1724;199207;1.08;1.755;4.7;3.679;1.18;1;0.743;1.02;31;1
1724;199208;1.04;1.01;2.706;4.864;1.23;31;0.469;1;26;1
1724;199209;1.05;1.253;3.247;5.11;1.24;28;0.382;0.99;18;1
1724;199210;1.26;6.418;17.19;31.311;1.96;29;2.009;1.1;4;1
1724;199211;1.43;10.799;27.991;24.735;1.81;18;6.153;1.28;14;1
1724;199212;1.77;24.251;64.953;64.695;2.6;7;8.107;1.35;1;1
1724;199301;1.38;8.914;23.874;12.87;1.5;13;6.153;1.28;31;1
1724;199302;1.22;4.72;11.419;6.153;1.28;1;4.127;1.2;17;1
1724;199303;1.24;5.183;13.883;7.254;1.32;22;3.231;1.16;1;1
1724;199304;1.34;8.019;20.786;12.204;1.48;30;4.619;1.22;1;1
1724;199305;1.52;13.998;37.491;26.87;1.86;27;9.615;1.4;8;1
1724;199306;1.47;12.107;31.38;19.074;1.67;1;7.823;1.34;28;1
1724;199307;1.18;3.737;10.01;6.685;1.3;1;1.667;1.08;29;1
1724;199308;1.06;1.396;3.739;1.667;1.08;1;1.153;1.05;16;1
1724;199309;1.13;2.575;6.675;4.864;1.23;14;1.016;1.04;1;1
1724;199310;1.75;23.275;62.34;64.695;2.6;14;4.619;1.22;1;1
1724;199311;1.4;9.619;24.932;14.972;1.56;30;7.254;1.32;25;1
1724;199312;1.65;19.059;51.047;56.026;2.45;26;11.87;1.47;15;1
1724;199401;2.21;45.909;122.962;110.447;3.16;9;19.074;1.67;31;1
1724;199402;1.74;22.138;53.556;36.935;2.08;3;16.42;1.6;17;1
1724;199403;1.61;17.017;45.577;25.16;1.82;6;9.615;1.4;30;1
1724;199404;1.34;7.984;20.695;11.204;1.45;10;5.622;1.26;22;1
1724;199405;1.44;11.658;31.224;39.859;2.14;21;4.619;1.22;8;1
1724;199406;1.28;6.11;15.836;10.251;1.42;1;3.903;1.19;30;1
1724;199407;1.08;1.657;4.439;3.231;1.16;1;0.879;1.03;29;1
1724;199408;1.04;1.067;2.858;1.324;1.06;8;0.606;1.01;25;1
1724;199409;1.1;2.148;5.567;4.373;1.21;26;1.016;1.04;8;1
1724;199410;1.16;3.511;9.403;12.87;1.5;22;2.009;1.1;4;1
1724;199411;1.43;11.188;28.999;33.618;2.01;9;2.807;1.14;1;1
1724;199412;1.39;9.824;26.312;46.417;2.27;31;4.619;1.22;2;1
1724;199501;1.83;26.195;70.161;62.919;2.57;1;15.334;1.57;17;1
1724;199502;1.89;28.622;69.241;51.681;2.37;17;17.546;1.63;11;1
1724;199503;1.84;26.906;72.066;58.775;2.5;6;12.87;1.5;30;1
1724;199504;1.31;6.987;18.109;11.537;1.46;1;5.11;1.24;18;1
1724;199505;1.27;5.981;16.019;9.933;1.41;18;4.127;1.2;31;1
1724;199506;1.19;4.083;10.584;7.823;1.34;26;2.009;1.1;15;1
1724;199507;1.2;4.385;11.744;9.012;1.38;9;0.998;1.04;31;1
1724;199508;1.02;0.666;1.784;1.667;1.08;12;0.22;0.99;22;1
1724;199509;1.2;4.686;12.147;18.685;1.66;17;0.376;1;1;1
1724;199510;1.19;4.193;11.229;13.914;1.53;29;2.408;1.12;22;1
1724;199511;1.63;14.053;36.426;40.026;2.33;16;4.619;1.22;9;1
1724;199512;1.99;30.36;81.316;114.289;3.2;25;7.086;1.5;20;1
1724;199601;2.35;55.52;148.703;142.324;3.45;8;25.157;1.78;31;1
1724;199602;1.81;26.861;67.302;50.885;2.3;6;16.781;1.57;28;1
1724;199603;1.55;16.076;43.059;28.666;1.86;31;11.838;1.43;18;1
1724;199604;1.59;18.044;46.77;47.032;2.23;1;8.936;1.34;30;1
1724;199605;1.39;10.418;27.905;15.682;1.54;20;7.394;1.29;15;1
1724;199606;1.19;4.717;12.227;7.681;1.3;1;2.458;1.11;30;1
1724;199607;1.08;1.774;4.751;2.98;1.13;7;1.101;1.04;24;1
1724;199608;1.06;1.386;3.712;2.719;1.12;26;0.736;1.02;1;1
1724;199609;1.11;2.802;7.262;11.498;1.42;21;0.919;1.03;11;1
1724;199610;1.2;4.838;12.958;8.308;1.32;15;2.458;1.11;12;1
1724;199611;1.55;18.866;48.901;76.905;2.72;22;4.024;1.17;3;1
1724;199612;1.67;20.888;55.947;27.776;1.84;18;12.857;1.46;11;1
1724;199701;1.71;22.636;60.627;44.333;2.18;11;12.857;1.46;7;1
1724;199702;1.55;16.143;39.053;20.236;1.66;15;13.197;1.47;23;1
1724;199703;1.35;9.204;24.653;14.217;1.5;1;5.382;1.22;31;1
1724;199704;1.17;4.049;10.496;5.382;1.22;1;2.98;1.13;30;1
1724;199705;1.24;5.916;15.844;9.563;1.36;20;2.197;1.1;3;1
1724;199706;1.31;8.1;20.994;11.838;1.43;8;5.094;1.21;28;1
1724;199707;1.16;3.931;10.529;6.244;1.25;5;1.649;1.07;30;1
1724;199708;1.06;1.537;4.118;2.014;1.09;28;1.101;1.04;21;1
1724;199709;1.05;1.235;3.201;1.832;1.08;1;1.101;1.04;16;1
1724;199710;1.15;3.934;10.538;16.415;1.56;28;0.919;1.03;18;1
1724;199711;1.73;24.249;62.854;45.931;2.21;30;5.669;1.23;2;1
1724;199712;1.9;30.969;82.947;64.57;2.53;2;16.415;1.56;16;1
1724;199801;1.82;27.055;72.465;38.149;2.06;2;16.049;1.55;31;1
1724;199802;1.37;9.81;23.732;14.95;1.52;1;7.106;1.28;26;1
1724;199803;1.25;6.2;16.607;8.308;1.32;5;4.807;1.2;24;1
1724;199804;1.97;34.348;89.03;64.57;2.53;30;8.308;1.32;1;1
1724;199805;1.81;27.652;74.064;65.2;2.54;1;12.178;1.44;29;1
1724;199806;1.3;7.922;20.533;16.415;1.56;2;3.763;1.16;30;1
1724;199807;1.12;2.773;7.427;7.106;1.28;3;1.101;1.04;31;1
1724;199808;1.03;1.001;2.682;1.284;1.05;1;0.736;1.02;21;1
1724;199809;1.11;2.898;7.512;18.665;1.62;27;0.554;1.01;2;1
1724;199810;1.27;7.01;18.775;16.415;1.56;1;4.807;1.2;16;1
1724;199811;1.25;6.306;16.345;11.158;1.41;3;5.094;1.21;1;1
1724;199812;1.28;7.043;18.863;14.217;1.5;11;4.807;1.2;6;1
1724;199901;1.37;10.065;26.959;16.415;1.56;21;6.819;1.27;1;1
1724;199902;1.33;8.645;20.913;10.504;1.39;1;6.819;1.27;21;1
1724;199903;1.51;14.843;39.755;30.447;1.9;11;8.622;1.33;1;1
1724;199904;1.51;15.036;38.974;25.576;1.79;21;8.936;1.34;14;1
1724;199905;1.52;14.989;40.147;19.843;1.65;7;9.563;1.36;31;1
1724;199906;1.22;5.593;14.498;9.877;1.37;1;2.458;1.11;30;1
1724;199907;1.07;1.583;4.239;2.458;1.11;1;0.919;1.03;24;1
1724;199908;1.04;1.186;3.178;2.458;1.11;9;0.554;1.01;31;1
1724;199909;1.18;5.238;13.577;41.188;2.12;22;0.736;1.02;1;1
1724;199910;1.55;19.016;50.933;74.221;2.68;24;4.024;1.17;11;1
1724;199911;1.58;17.492;45.338;36.655;2.03;2;10.191;1.38;30;1
1724;199912;1.66;21.35;57.183;56.652;2.4;14;8.308;1.32;8;1
1724;200001;1.45;12.691;33.991;22.644;1.72;1;7.681;1.3;29;1
1724;200002;1.28;7.213;18.074;8.622;1.33;2;6.244;1.25;15;1
1724;200003;1.2;4.736;12.684;6.531;1.26;1;3.763;1.16;19;1
1724;200004;1.7;23.694;61.414;48.133;2.25;25;4.024;1.17;1;1
1724;200005;1.6;18.232;48.834;31.861;1.93;1;10.818;1.4;27;1
1724;200006;1.25;6.343;16.441;11.498;1.42;2;3.241;1.14;30;1
1724;200007;1.1;2.349;6.29;3.241;1.14;1;1.649;1.07;21;1
1724;200008;1.05;1.219;3.265;1.649;1.07;1;0.919;1.03;18;1
1724;200009;1.05;1.374;3.563;2.458;1.11;29;0.919;1.03;6;1
1724;200010;1.16;3.734;10.001;6.819;1.27;11;1.467;1.06;7;1
1724;200011;2.06;40.767;105.668;129.048;3.33;6;6.244;1.25;1;1
1724;200012;2.37;58.009;155.372;155.838;3.56;7;30.002;1.89;24;1
1724;200101;2.37;62.534;167.491;211.951;3.96;5;22.437;1.62;23;1
1724;200102;2.02;40.172;97.184;76.356;2.71;6;16.658;1.47;28;1
1724;200103;2.34;56.537;151.428;121.915;3.26;21;16.279;1.46;1;1
1724;200104;1.6;21.741;56.353;40.113;2.06;1;11.418;1.33;29;1
1724;200105;1.3;10.179;27.263;15.522;1.44;17;7.084;1.21;29;1
1724;200106;1.13;4.427;11.476;6.726;1.2;1;2.431;1.07;30;1
1724;200107;1.07;2.341;6.271;3.993;1.12;6;1.553;1.04;26;1
1724;200108;1.03;1.203;3.223;1.553;1.04;1;0.967;1.02;10;1
1724;200109;1.03;1.133;2.937;2.138;1.06;23;0.674;1.01;17;1
1724;200110;1.1;3.564;9.546;11.418;1.33;22;1.553;1.04;1;1
1724;200111;1.1;3.383;8.769;6.043;1.18;14;2.724;1.08;4;1
1724;200112;1.04;1.739;4.659;3.017;1.09;1;0.251;0.98;22;1
1724;200201;1.12;4.271;11.44;16.279;1.46;24;0.967;1.02;13;1
1724;200202;1.3;10.463;25.312;20.881;1.58;6;6.384;1.19;2;1
1724;200203;1.31;10.587;28.357;17.794;1.5;19;5.36;1.16;9;1
1724;200204;1.18;6.16;15.968;8.876;1.26;1;2.724;1.08;30;1
1724;200205;1.14;4.522;12.112;7.443;1.22;27;2.724;1.08;1;1
1724;200206;1.21;7.157;18.55;15.901;1.45;8;3.993;1.12;23;1
1724;200207;1.07;2.501;6.698;3.993;1.12;1;1.553;1.04;19;1
1724;200208;1.03;1.165;3.122;2.138;1.06;11;0.967;1.02;6;1
1724;200209;1.04;1.406;3.645;2.724;1.08;19;0.967;1.02;1;1
1724;200210;1.18;6.293;16.856;24.006;1.66;23;0.967;1.02;3;1
1724;200211;1.59;21.503;55.735;45.885;2.2;30;8.876;1.26;1;1
1724;200212;1.92;36.347;97.352;95.55;2.97;27;20.495;1.57;13;1
1724;200301;2.05;40.761;109.173;79.711;2.76;1;22.83;1.63;17;1
1724;200302;1.64;23.104;55.892;35.199;1.94;4;16.658;1.47;22;1
1724;200303;1.56;20.269;54.289;33.98;1.91;3;14.007;1.4;22;1
1724;200304;1.36;12.693;32.901;16.279;1.46;26;10.309;1.3;9;1
1724;200305;1.25;8.622;23.094;14.007;1.4;1;5.36;1.16;30;1
1724;200306;1.11;3.705;9.604;6.043;1.18;5;1.846;1.05;28;1
1724;200307;1.05;1.948;5.218;4.335;1.13;1;1.26;1.03;25;1
1724;200308;1.01;0.806;2.16;1.553;1.04;14;0.381;1;5;1
1724;200309;0.99;0.467;1.21;1.553;1.04;1;0.121;0.96;20;1
1724;200310;1.06;2.174;5.822;18.952;1.53;31;0.381;1;10;1
1724;200311;1.49;17.709;45.902;44.648;2.17;30;7.801;1.23;9;1
1724;200312;1.61;22.226;59.529;55.575;2.38;30;11.788;1.34;26;1
1724;200401;1.72;24.589;65.858;40.872;2.09;1;17.766;1.56;10;1
1724;200402;1.4;11.905;29.83;21.819;1.66;1;7.091;1.26;26;1
1724;200403;1.32;9.225;24.709;15.415;1.5;12;6.479;1.24;3;1
1724;200404;1.28;7.777;20.159;11.743;1.4;21;5.886;1.22;17;1
1724;200405;1.33;9.41;25.203;13.546;1.45;13;5.292;1.2;30;1
1724;200406;1.15;3.892;10.087;5.016;1.19;1;2.423;1.09;28;1
1724;200407;1.05;1.471;3.939;2.199;1.08;1;0.783;1.01;31;1
1724;200408;1.06;1.689;4.525;2.647;1.1;10;0.969;1.02;1;1
1724;200409;1;0.646;1.675;1.342;1.04;1;0.388;0.98;25;1
1724;200410;1.22;7.243;19.4;38.138;2.03;20;0.284;0.97;4;1
1724;200411;1.35;10.129;26.254;23.909;1.71;1;5.886;1.22;30;1
1724;200412;1.25;6.767;18.125;10.703;1.37;29;5.292;1.2;16;1
1724;200501;1.4;11.998;32.136;21.819;1.66;14;8.352;1.3;10;1
1724;200502;1.23;6.114;14.79;8.352;1.3;1;4.186;1.16;27;1
1724;200503;1.29;8.222;22.022;16.199;1.52;27;3.657;1.14;1;1
1724;200504;1.42;12.688;32.888;19.748;1.61;21;8.352;1.3;13;1
1724;200505;1.26;7.071;18.939;12.464;1.42;1;3.657;1.14;31;1
1724;200506;1.1;2.743;7.109;3.657;1.14;7;2.199;1.08;4;1
1724;200507;1.01;0.819;2.194;2.199;1.08;1;0.179;0.96;24;1
1724;200508;1;0.61;1.633;0.969;1.02;1;0.388;0.98;20;1
1724;200509;1.01;0.725;1.879;1.528;1.05;12;0.388;0.98;3;1
1724;200510;1.09;2.632;7.049;13.92;1.46;30;0.597;1;1;1
1724;200511;1.2;5.279;13.683;10.357;1.36;1;3.405;1.13;24;1
1724;200512;1.35;10.303;27.596;21.819;1.66;2;3.657;1.14;1;1
1724;200601;1.34;9.762;26.146;18.158;1.57;2;0.597;1;17;1
1724;200602;1.27;7.462;18.051;15.415;1.5;19;4.463;1.17;15;1
1724;200603;1.86;31.059;83.187;73.673;2.67;26;9.015;1.32;1;1
1724;200703;0.9;22.303;59.735;35.266;1.14;1;12.802;0.71;29;1
1724;200704;0.65;10.346;26.816;13.218;0.72;1;7.821;0.58;24;1
1724;200705;0.52;5.932;15.888;7.821;0.58;1;4.951;0.49;19;1
1724;200706;0.51;5.603;14.523;6.924;0.55;20;4.395;0.47;29;1
1724;200707;0.44;3.558;9.531;4.412;0.47;16;3.158;0.42;13;1
1724;200708;0.32;1.704;4.563;3.162;0.42;1;1.275;0.29;18;1
1724;200709;0.27;1.241;3.218;1.757;0.34;17;1.177;0.26;12;1
1724;200710;0.29;1.138;3.047;1.633;0.32;24;0.89;0.27;20;1
1724;200711;0.32;1.618;4.195;3.934;0.44;22;1.106;0.29;3;1
1724;200712;0.35;2.082;5.577;2.964;0.39;10;1.648;0.32;1;1
