indroea;anomes;hmedmes;qmedmes;apormedmes;qcmes;hcmes;dia_cmes;qnmes;hnmes;dia_nmes;orig_dato_id
1765;194803;-0.04;2.888;7.736;3.42;0.02;1;2.4;-0.1;25;1
1765;194804;-0.04;2.925;7.581;5.4;0.2;21;2.16;-0.14;17;1
1765;194805;0.12;4.952;13.262;15.72;0.76;28;2.3;-0.12;14;1
1765;194806;-0.01;3.199;8.292;4.89;0.16;1;2.16;-0.14;30;1
1765;194807;-0.17;1.956;5.239;2.16;-0.14;1;1.8;-0.2;24;1
1765;194808;-0.19;1.88;5.036;2.16;-0.14;11;1.8;-0.2;1;1
1765;194809;-0.2;1.835;4.755;1.92;-0.18;9;1.72;-0.22;16;1
1765;194810;-0.21;1.777;4.759;2.72;-0.06;30;1.63;-0.24;11;1
1765;194811;-0.07;2.879;7.462;13.2;0.64;6;2.03;-0.16;27;1
1765;194812;;4.449;11.917;15.28;;15;2.03;;1;1
1765;194901;0.22;6.416;17.185;24.5;1.1;5;2.9;-0.04;30;1
1765;194902;-0.03;2.986;7.225;4.2;0.1;11;2.4;-0.1;26;1
1765;194903;-0.04;2.936;7.864;4.2;0.1;10;2.3;-0.12;5;1
1765;194904;-0.14;2.179;5.648;2.4;-0.1;1;2.03;-0.16;22;1
1765;194905;-0.21;1.751;4.689;2.03;-0.16;1;1.63;-0.24;20;1
1765;194906;-0.19;1.916;4.965;2.72;-0.06;16;1.63;-0.24;1;1
1765;194907;-0.23;1.694;4.537;1.8;-0.2;13;1.63;-0.24;5;1
1765;194908;-0.23;1.697;4.546;1.92;-0.18;7;1.63;-0.24;17;1
1765;194909;-0.21;1.77;4.587;2.16;-0.14;30;1.63;-0.24;3;1
1765;194910;-0.1;2.43;6.509;2.9;-0.04;8;1.92;-0.18;5;1
1765;194911;;4.148;10.752;13.53;;24;2.3;;4;1
1765;194912;0.04;3.583;9.596;4.2;0.1;2;2.9;-0.04;7;1
1765;195001;-0.04;2.921;7.824;3.6;0.04;1;2.4;-0.1;26;1
1765;195002;0.4;9.001;21.776;16.6;0.8;4;2.4;-0.1;1;1
1765;195003;;4.495;12.041;8.4;;1;3.2;;31;1
1765;195004;-0.05;2.809;7.28;3.2;0;18;2.4;-0.1;16;1
1765;195005;-0.07;2.694;7.214;3.6;0.04;20;1.8;-0.2;14;1
1765;195006;-0.06;2.771;7.183;3.6;0.04;12;2.16;-0.14;29;1
1765;195007;-0.19;1.869;5.005;2.16;-0.14;1;1.72;-0.22;23;1
1765;195008;-0.22;1.704;4.565;1.8;-0.2;25;1.63;-0.24;11;1
1765;195009;-0.22;1.726;4.475;2.03;-0.16;16;1.63;-0.24;3;1
1765;195010;-0.21;1.789;4.792;2.16;-0.14;1;1.63;-0.24;5;1
1765;195011;0.08;5.253;13.617;37.2;1.4;26;1.92;-0.18;1;1
1765;195012;0.39;8.8;23.57;21.6;1;3;3.8;0.06;1;1
1765;195101;0.51;10.598;28.385;19;0.9;2;6.2;0.26;22;1
1765;195102;0.75;15.705;37.993;21.6;1;8;8.4;0.4;17;1
1765;195103;0.74;18.373;49.209;96.9;2.5;19;5.4;0.2;31;1
1765;195104;0.09;4.163;10.791;5.4;0.2;1;3.2;0;16;1
1765;195105;0.12;4.646;12.445;12.25;0.6;8;3.2;0;1;1
1765;195106;-0.01;3.149;8.163;3.8;0.06;7;2.72;-0.06;24;1
1765;195107;-0.06;2.76;7.392;3.8;0.06;19;2.4;-0.1;4;1
1765;195108;-0.19;1.889;5.06;2.3;-0.12;1;1.8;-0.2;18;1
1765;195109;-0.2;1.817;4.711;2.03;-0.16;2;1.72;-0.22;23;1
1765;195110;-0.14;2.136;5.722;2.3;-0.12;20;2.03;-0.16;1;1
1765;195111;0.28;7.348;19.045;24.5;1.1;18;2.16;-0.14;1;1
1765;195112;0.09;4.236;11.346;8.4;0.4;27;2.9;-0.04;15;1
1765;195201;0.22;5.733;15.354;8.4;0.4;24;4.2;0.1;10;1
1765;195202;0.25;6.507;16.303;18.1;0.86;3;3.8;0.06;24;1
1765;195203;0.17;5.272;14.119;12.25;0.6;31;3.8;0.06;1;1
1765;195204;0.4;8.777;22.749;24.5;1.1;1;4.89;0.16;28;1
1765;195205;0.28;6.891;18.457;14.45;0.7;6;4.2;0.1;24;1
1765;195206;0.05;3.736;9.684;4.63;0.14;1;3.2;0;23;1
1765;195207;-0.03;2.943;7.883;3.2;0;1;2.4;-0.1;24;1
1765;195208;-0.12;2.29;6.134;2.4;-0.1;1;2.16;-0.14;22;1
1765;195209;-0.15;2.078;5.385;2.16;-0.14;1;2.03;-0.16;12;1
1765;195210;-0.04;3.243;8.685;19;0.9;24;2.16;-0.14;1;1
1765;195211;0.13;5.759;14.927;24.5;1.1;30;2.4;-0.1;14;1
1765;195212;0.65;15.441;41.356;90.9;2.4;2;5.4;0.2;12;1
1765;195301;0.31;7.541;20.199;16.6;0.8;1;3.8;0.06;31;1
1765;195302;0.06;3.816;9.231;4.89;0.16;12;3.2;0;6;1
1765;195303;-0.01;3.092;8.281;3.2;0;1;2.72;-0.06;20;1
1765;195304;0.02;3.405;8.827;4.89;0.16;10;2.72;-0.06;7;1
1765;195305;0;3.35;8.973;10.2;0.5;26;2.4;-0.1;31;1
1765;195306;-0.12;2.295;5.948;2.4;-0.1;1;2.16;-0.14;22;1
1765;195307;-0.17;1.965;5.262;2.16;-0.14;1;1.92;-0.18;10;1
1765;195308;-0.23;1.664;4.457;1.8;-0.2;1;1.63;-0.24;10;1
1765;195309;-0.22;1.71;4.433;1.8;-0.2;20;1.63;-0.24;1;1
1765;195310;0.17;1.087;2.912;1.3;0.2;1;0.65;0.1;31;1
1765;195311;0.1;0.918;2.379;12.65;1.1;28;0.39;0.04;12;1
1765;195312;0;0.255;0.684;0.48;0.06;1;0.24;0;2;1
1765;195401;0.07;0.575;1.539;3;0.4;30;0.24;0;1;1
1765;195402;0.3;2.509;6.069;8;0.8;13;0.24;0;5;1
1765;195403;0.43;3.429;9.184;7.4;0.76;12;1;0.16;1;1
1765;195404;0.06;0.516;1.338;1.75;0.26;1;0.24;0;14;1
1765;195405;-0.01;3.148;8.431;4.2;0.1;1;2.4;-0.1;31;1
1765;195406;-0.08;2.548;6.604;2.9;-0.04;10;2.4;-0.1;1;1
1765;195407;-0.12;2.257;6.045;2.4;-0.1;1;2.03;-0.16;20;1
1765;195408;-0.2;1.8;4.821;1.8;-0.2;1;1.8;-0.2;1;1
1765;195409;-0.18;1.9;4.925;2.4;-0.1;1;1.8;-0.2;6;1
1765;195410;-0.17;2.012;5.388;3.2;0;25;1.8;-0.2;1;1
1765;195411;-0.04;3.096;8.026;12.25;0.6;30;2.4;-0.1;1;1
1765;195412;0.12;4.531;12.137;10.2;0.5;1;3.2;0;25;1
1765;195501;0.55;12.636;33.845;37.2;1.4;19;3.2;0;1;1
1765;195502;0.6;12.468;30.162;21.6;1;1;7.7;0.36;12;1
1765;195503;0.25;6.112;16.37;9.43;0.46;1;4.2;0.1;18;1
1765;195504;0.05;3.681;9.541;4.63;0.14;1;3.2;0;12;1
1765;195505;-0.03;2.963;7.935;3.2;0;1;2.4;-0.1;15;1
1765;195506;-0.01;3.182;8.248;5.94;0.24;9;2.4;-0.1;1;1
1765;195507;-0.17;1.988;5.325;2.4;-0.1;1;1.8;-0.2;15;1
1765;195508;-0.21;1.756;4.704;1.8;-0.2;1;1.63;-0.24;24;1
1765;195509;-0.24;1.63;4.225;1.63;-0.24;1;1.63;-0.24;1;1
1765;195510;-0.24;1.63;4.366;1.63;-0.24;1;1.63;-0.24;1;1
1765;195511;0.04;3.758;9.741;8.4;0.4;3;1.63;-0.24;1;1
1765;195512;0.29;8.126;21.766;32.4;1.3;21;2.4;-0.1;1;1
1765;195601;0.48;10.93;29.276;57.6;1.8;15;4.89;0.16;8;1
1765;195602;0.16;4.946;12.393;9.43;0.46;1;3.8;0.06;25;1
1765;195603;0.33;9.19;24.614;32.4;1.3;30;2.72;-0.06;1;1
1765;195604;0.46;9.609;24.907;15.72;0.76;1;5.4;0.2;11;1
1765;195605;0.19;5.337;14.295;8.4;0.4;19;3.8;0.06;17;1
1765;195606;0.03;3.597;9.323;5.94;0.24;1;2.72;-0.06;24;1
1765;195607;-0.13;2.249;6.025;2.72;-0.06;1;1.8;-0.2;29;1
1765;195608;-0.21;1.738;4.656;1.8;-0.2;1;1.63;-0.24;25;1
1765;195609;-0.18;1.97;5.107;3.2;0;24;1.63;-0.24;1;1
1765;195610;-0.16;2.036;5.454;2.4;-0.1;1;1.8;-0.2;20;1
1765;195611;-0.2;1.8;4.666;1.8;-0.2;1;1.8;-0.2;1;1
1765;195612;-0.15;2.185;5.851;5.4;0.2;30;1.8;-0.2;1;1
1765;195701;0.02;3.419;9.157;4.89;0.16;1;3.2;0;8;1
1765;195702;0.31;7.316;17.7;13.2;0.64;8;2.72;-0.06;4;1
1765;195703;0.22;5.764;15.438;9.43;0.46;31;4.89;0.16;1;1
1765;195704;0.16;5.051;13.092;13.53;0.66;1;3.8;0.06;19;1
1765;195705;0.05;3.895;10.432;11;0.54;9;2.72;-0.06;1;1
1765;195706;0.01;3.336;8.648;4.89;0.16;3;3.2;0;1;1
1765;195707;-0.06;2.696;7.222;3.2;0;1;2.3;-0.12;31;1
1765;195708;-0.16;2.04;5.465;2.3;-0.12;1;1.8;-0.2;25;1
1765;195709;-0.21;1.765;4.576;1.8;-0.2;1;1.72;-0.22;18;1
1765;195710;-0.2;1.8;4.821;1.8;-0.2;1;1.8;-0.2;1;1
1765;195711;-0.08;2.605;6.752;3.2;0;5;1.8;-0.2;1;1
1765;195712;-0.01;3.186;8.533;5.94;0.24;25;2.4;-0.1;1;1
1765;195801;0.16;5.158;13.814;11.4;0.56;28;3.2;0;1;1
1765;195802;0.25;6.186;14.964;11;0.54;11;4.89;0.16;4;1
1765;195803;0.44;10.342;27.701;40.2;1.46;26;4.2;0.1;5;1
1765;195804;0.41;9.316;24.146;24.5;1.1;4;4.2;0.1;28;1
1765;195805;0.06;3.8;10.178;4.2;0.1;1;3.2;0;21;1
1765;195806;0.07;3.937;10.206;5.94;0.24;6;3.2;0;15;1
1765;195807;0.07;3.977;10.651;9.05;0.44;4;3.2;0;17;1
1765;195808;-0.03;2.983;7.99;3.2;0;1;2.72;-0.06;16;1
1765;195809;-0.03;2.928;7.589;3.2;0;1;2.72;-0.06;14;1
1765;195810;0;3.239;8.675;3.8;0.06;5;3.2;0;1;1
1765;195811;0;3.2;8.294;3.2;0;1;3.2;0;1;1
1765;195812;0.31;7.705;20.638;27.9;1.2;20;3.2;0;1;1
1765;195901;0.46;9.848;26.377;27.9;1.2;22;5.4;0.2;5;1
1765;195902;0.18;5.209;12.601;7.7;0.36;8;4.2;0.1;20;1
1765;195903;0.39;8.413;22.533;17.6;0.84;11;4.89;0.16;1;1
1765;195904;0.47;10.264;26.604;32.4;1.3;29;6.8;0.3;8;1
1765;195905;0.44;9.267;24.82;20.55;0.96;21;6.2;0.26;16;1
1765;195906;0.31;7.097;18.395;13.2;0.64;5;4.89;0.16;27;1
1765;195907;0.04;3.651;9.779;4.89;0.16;1;3.2;0;18;1
1765;195908;0;3.2;8.571;3.2;0;1;3.2;0;1;1
1765;195909;0.01;3.3;8.554;3.8;0.06;12;3.2;0;1;1
1765;195910;0.02;3.44;9.215;9.05;0.44;31;3.2;0;1;1
1765;195911;0.22;6.033;15.637;16.6;0.8;30;3.2;0;9;1
1765;195912;1.07;27.994;74.978;103;2.6;26;10.2;0.5;20;1
1765;196001;0.48;10.82;28.98;37.2;1.4;27;4.89;0.16;18;1
1765;196002;0.68;15.327;38.404;54.4;1.74;24;6.8;0.3;15;1
1765;196003;0.64;16.276;43.593;96.9;2.5;13;6.2;0.26;29;1
1765;196004;0.22;6.044;15.665;14.45;0.7;3;3.42;0.02;27;1
1765;196005;0.01;3.297;8.83;3.8;0.06;12;3.05;-0.02;28;1
1765;196006;-0.05;2.841;7.364;3.2;0;5;2.57;-0.08;25;1
1765;196007;-0.13;2.195;5.88;2.57;-0.08;1;1.8;-0.2;30;1
1765;196008;-0.16;2.101;5.628;3.2;0;18;1.63;-0.24;13;1
1765;196009;-0.14;2.199;5.699;3.6;0.04;27;1.8;-0.2;9;1
1765;196010;0.3;7.979;21.371;27.9;1.2;13;2.81;-0.05;1;1
1765;196011;0.8;20.26;52.515;103;2.6;17;6.8;0.3;9;1
1765;196012;0.66;14.111;37.794;44.6;1.55;31;7.55;0.35;4;1
1765;196101;0.6;12.899;34.548;39.7;1.45;3;6.8;0.3;20;1
1765;196102;0.26;6.437;15.572;14.45;0.7;2;3.7;0.05;23;1
1765;196103;0.04;3.656;9.792;5.4;0.2;1;2.81;-0.05;31;1
1765;196104;0.07;4.079;10.573;9.24;0.45;25;2.81;-0.05;1;1
1765;196105;0.01;3.347;8.964;4.76;0.15;1;2.81;-0.05;21;1
1765;196106;-0.02;3.066;7.947;4.76;0.15;1;2.4;-0.1;22;1
1765;196107;-0.13;2.208;5.914;2.81;-0.05;1;1.8;-0.2;22;1
1765;196108;-0.24;1.587;4.251;1.8;-0.2;1;1.5;-0.25;10;1
1765;196109;-0.23;1.63;4.225;1.8;-0.2;18;1.5;-0.25;1;1
1765;196110;-0.08;2.874;7.698;9.3;0.45;26;1.8;-0.2;1;1
1765;196111;0.23;6.443;16.701;21.6;1;12;3.2;0;2;1
1765;196112;0.43;9.474;25.376;27.9;1.2;31;4.2;0.1;1;1
1765;196201;0.51;11.429;30.612;42.1;1.5;1;4.7;0.15;30;1
1765;196202;0.06;3.754;9.081;4.7;0.15;1;3.2;0;17;1
1765;196203;0.44;11.039;29.566;79.4;2.2;31;3.7;0.05;1;1
1765;196204;0.32;8.8;22.81;62.9;1.9;1;3.2;0;30;1
1765;196205;0.01;3.274;8.77;4.7;0.15;3;2.8;-0.05;29;1
1765;196206;-0.07;2.63;6.817;3.2;0;1;2.1;-0.15;26;1
1765;196207;-0.19;1.868;5.003;2.1;-0.15;1;1.8;-0.2;8;1
1765;196208;-0.25;1.481;3.966;1.8;-0.2;1;1.2;-0.3;28;1
1765;196209;-0.3;1.2;3.11;1.2;-0.3;1;1.2;-0.3;1;1
1765;196210;-0.12;2.274;6.091;2.4;-0.1;3;1.5;-0.25;1;1
1765;196211;-0.03;2.997;7.767;4.7;0.15;21;2.4;-0.1;1;1
1765;196212;0.03;3.603;9.651;7.6;0.35;31;2.8;-0.05;3;1
1765;196301;0.35;8.013;21.462;21.6;1;2;3.7;0.05;28;1
1765;196302;0.56;12.286;29.722;32.4;1.3;20;3.7;0.05;3;1
1765;196303;0.48;10.281;27.536;27.9;1.2;11;5.4;0.2;7;1
1765;196304;0.25;6.087;15.777;10.2;0.5;9;4.2;0.1;28;1
1765;196305;0.01;3.281;8.787;3.7;0.05;1;3.2;0;6;1
1765;196306;0.05;3.777;9.789;8.4;0.4;6;2.4;-0.1;13;1
1765;196307;-0.11;2.348;6.29;2.8;-0.05;1;2;-0.15;13;1
1765;196308;-0.18;1.89;5.063;2;-0.15;1;1.8;-0.2;15;1
1765;196309;-0.19;1.847;4.787;3.2;0;23;1.8;-0.2;1;1
1765;196310;-0.24;1.623;4.346;1.8;-0.2;1;1;-0.5;30;1
1765;196311;0.32;7.61;19.725;19;0.9;15;3.2;0;2;1
1765;196312;0.37;8.223;22.023;24.5;1.1;20;4.7;0.15;28;1
1765;196401;0.09;4.458;11.94;10.2;0.5;4;3.2;0;8;1
1765;196402;0.24;9.041;22.654;32.4;1.3;28;1;-0.5;9;1
1765;196403;0.59;12.703;34.024;39.3;1.45;20;5.4;0.2;8;1
1765;196404;0.25;6.22;16.122;11.1;0.55;1;4.2;0.1;14;1
1765;196405;0.1;4.555;12.2;10.2;0.5;1;3.2;0;7;1
1765;196406;0.19;5.767;14.947;11.1;0.55;2;2.4;-0.1;28;1
1765;196407;-0.12;2.342;6.273;2.4;-0.1;1;1.8;-0.2;30;1
1765;196408;-0.21;1.774;4.752;1.8;-0.2;1;1.7;-0.25;24;1
1765;196409;-0.25;1.7;4.406;1.7;-0.25;1;1.7;-0.25;1;1
1765;196410;-0.1;3.045;8.156;10.2;0.5;14;0.8;-0.5;10;1
1765;196411;-0.5;0.8;2.074;0.8;-0.5;1;0.8;-0.5;1;1
1765;196412;0;3.248;8.7;4.7;0.15;28;3.2;0;1;1
1765;196501;0.18;5.71;15.293;21.6;1;20;3.2;0;4;1
1765;196502;0.1;4.536;10.973;10.2;0.5;6;3.2;0;10;1
1765;196503;0.46;10.035;26.879;21.6;1;25;3.2;0;3;1
1765;196504;0.27;6.613;17.142;10.2;0.5;20;4.2;0.1;15;1
1765;196505;0.13;5.023;13.452;19;0.9;9;3.2;0;10;1
1765;196506;-0.06;2.88;7.465;3.2;0;1;0.8;-0.5;25;1
1765;196507;-0.25;1.768;4.735;2.4;-0.1;1;0.8;-0.5;4;1
1765;196508;-0.19;1.81;4.847;2.1;-0.15;1;1.4;-0.25;23;1
1765;196509;-0.18;2.087;5.409;10.2;0.5;30;1.4;-0.25;1;1
1765;196510;1;3.4;9.107;3.4;1;1;3.4;1;1;1
1765;196511;1.2;10.14;26.283;20.9;1.5;13;3.4;1;1;1
1765;196512;1.54;23.477;62.882;76.5;2.5;28;9.4;1.2;1;1
1765;196601;1.76;35.006;93.761;79.7;2.55;20;11.2;1.25;7;1
1765;196602;1.98;45.664;110.471;112.4;3.05;12;16.8;1.4;7;1
1765;196603;1.25;12.158;32.564;32.5;1.75;1;3.4;1;23;1
1765;196604;1.34;15.62;40.487;51;2.1;13;3.4;1;1;1
1765;196605;1.19;9.99;26.758;20.9;1.5;3;2.5;0.95;26;1
1765;196606;1.08;5.907;15.31;20.9;1.5;11;2.5;0.95;1;1
1765;196607;1.04;4.687;12.554;6.2;1.1;17;1.6;0.9;15;1
1765;196608;0.85;1.132;3.033;1.6;0.9;1;0.4;0.75;18;1
1765;196609;0.81;0.717;1.858;1.1;0.85;1;0.6;0.8;8;1
1765;196610;1.03;3.89;10.42;16.8;1.8;25;2.4;0.9;1;1
1765;196611;2.01;25.52;66.148;58.6;2.8;6;3.2;1;1;1
1765;196612;2.15;27.958;74.883;47.2;2.6;17;24.3;2.05;9;1
1765;196701;2.18;29.545;79.134;67.2;2.95;23;22.6;2;3;1
1765;196702;2.18;28.9;69.915;39.7;2.45;20;22.6;2;11;1
1765;196703;2.19;29.513;79.047;52.9;2.7;9;24.3;2.05;20;1
1765;196704;1.71;17.613;45.654;26;2.1;1;2.4;0.9;26;1
1765;196705;1.04;3.697;9.901;7.6;1.35;15;2.4;0.9;1;1
1765;196706;0.89;2.413;6.255;3.2;1;1;2;0.8;24;1
1765;196707;0.76;1.858;4.977;2;0.8;1;1.8;0.75;10;1
1765;196708;0.75;1.8;4.821;1.8;0.75;1;1.8;0.75;1;1
1765;196709;0.81;2.02;5.236;2.4;0.9;20;1.8;0.75;1;1
1765;196710;0.9;2.4;6.428;2.4;0.9;1;2.4;0.9;1;1
1765;196711;0.98;3.067;7.949;4.85;1.15;4;2.8;0.95;1;1
1765;196712;1.02;3.582;9.595;12.2;1.6;21;2.8;0.95;1;1
1765;196801;1.11;4.415;11.824;6.8;1.3;2;3.2;1;22;1
1765;196802;1.35;7.893;19.777;22.8;2;9;3.2;1;1;1
1765;196803;1.11;4.553;12.195;12.2;1.6;1;3.2;1;17;1
1765;196804;1.29;7.85;20.347;47.4;2.6;18;3.2;1;1;1
1765;196805;1.25;6.366;17.051;13.4;1.65;8;3.75;1.05;29;1
1765;196806;1.02;3.807;9.867;10.2;1.5;12;2.4;0.9;16;1
1765;196807;0.9;2.4;6.428;2.4;0.9;1;2.4;0.9;1;1
1765;196808;0.9;2.4;6.428;2.4;0.9;1;2.4;0.9;1;1
1765;196809;0.96;2.973;7.707;9.2;1.45;23;2.4;0.9;1;1
1765;196810;0;5.3;14.196;5.3;0;1;5.3;0;1;1
1765;196811;0.17;11.04;28.616;44.5;0.9;8;5.3;0;1;1
1765;196812;0.36;19.694;52.747;60;1.1;19;5.3;0;1;1
1765;196901;0.57;31.068;83.212;108;1.6;14;7.5;0.1;2;1
1765;196902;0.51;30.1;72.818;164;2.2;21;7.5;0.1;8;1
1765;196903;0.6;31.2;83.566;86;1.4;15;11;0.2;8;1
1765;196904;0.2;11.597;30.059;23.5;0.5;12;5.3;0;17;1
1765;196905;0.15;9.906;26.533;30.8;0.65;27;5.3;0;1;1
1765;196906;0.04;6.283;16.286;11;0.2;1;5.3;0;7;1
1765;196907;0;5.3;14.196;5.3;0;1;5.3;0;1;1
1765;196908;0;5.3;14.196;5.3;0;1;5.3;0;1;1
1765;196909;0.01;5.557;14.403;7.5;0.1;13;5.3;0;1;1
1765;196910;1;5;13.392;5;1;1;5;1;1;1
1765;196911;1.06;6.834;17.713;22.25;1.5;24;5;1;1;1
1765;196912;1.13;9.267;24.82;22.25;1.5;6;5;1;1;1
1765;197001;1.86;45.123;120.856;189;3.35;5;9.13;1.15;2;1
1765;197002;1.36;16.717;40.441;26.5;1.6;6;9.13;1.15;25;1
1765;197003;1.06;6.779;18.156;10.5;1.2;1;5;1;29;1
1765;197004;1.13;8.577;22.232;9.68;1.17;19;7.48;1.09;1;1
1765;197005;1.08;7.859;21.05;22.25;1.5;12;0.92;0.7;24;1
1765;197006;0.88;2.917;7.561;4.82;0.99;3;0.92;0.7;19;1
1765;197007;0.72;1.106;2.962;2.11;0.83;2;0.54;0.61;30;1
1765;197008;0.64;0.652;1.746;0.84;0.68;8;0.45;0.58;25;1
1765;197009;0.62;0.6;1.556;0.84;0.68;23;0.29;0.51;3;1
1765;197010;0.74;1.1;2.946;1.3;0.76;1;0.9;0.72;17;1
1765;197011;0.79;1.736;4.501;4.24;0.96;19;1;0.73;3;1
1765;197012;0.74;1.226;3.283;3.29;0.91;1;0.45;0.65;26;1
1765;197101;1.03;9.147;24.499;36.2;1.8;25;0.55;0.67;1;1
1765;197102;1.05;6.479;15.673;14.25;1.3;1;3.86;0.94;13;1
1765;197103;1.04;6.698;17.939;18;1.4;18;2.96;0.89;10;1
1765;197104;1.09;7.385;19.142;10.5;1.2;28;6.38;1.05;1;1
1765;197105;1.12;9.131;24.456;29.15;1.65;25;3.48;0.92;9;1
1765;197106;1.19;10.785;27.955;22.4;1.5;10;3.86;0.94;30;1
1765;197107;0.94;3.945;10.566;9.12;1.15;17;2.68;0.87;14;1
1765;197108;0.82;1.93;5.17;2.68;0.87;1;1.5;0.78;15;1
1765;197109;0.71;0.88;2.281;1.6;0.79;1;0.2;0.6;16;1
1765;197110;0.72;0.932;2.497;1.5;0.78;2;0.4;0.64;15;1
1765;197111;0.83;2.089;5.414;3.48;0.92;30;1.1;0.74;1;1
1765;197112;0.82;1.984;5.313;4.24;0.96;3;1.5;0.78;12;1
1765;197201;1.09;8.497;22.759;33.85;1.75;20;1.84;0.81;4;1
1765;197202;1.52;25.479;63.841;129;3;11;9.12;1.15;1;1
1765;197203;1.34;16.702;44.734;42.1;1.9;6;6.38;1.05;28;1
1765;197204;1.01;5.446;14.116;12.38;1.25;11;3.48;0.92;28;1
1765;197205;0.93;3.665;9.816;9.12;1.15;22;2.54;0.86;12;1
1765;197206;0.84;2.285;5.922;3.48;0.92;18;1.6;0.79;28;1
1765;197207;0.79;1.675;4.486;2.26;0.84;6;0.7;0.7;30;1
1765;197208;0.76;1.358;3.637;1.98;0.82;1;0.4;0.64;12;1
1765;197209;0.76;1.275;3.306;1.98;0.82;10;0.6;0.68;1;1
1765;197210;0.86;2.605;6.976;4.24;0.96;27;1.3;0.76;1;1
1765;197211;0.84;2.347;6.084;6.38;1.05;21;1.5;0.78;6;1
1765;197212;0.95;4.29;11.49;10.5;1.2;7;2.54;0.86;1;1
1765;197301;1.02;5.857;15.687;10.5;1.2;17;2.82;0.88;8;1
1765;197302;1.09;7.635;18.471;12.38;1.25;16;4.24;0.96;12;1
1765;197303;0.98;4.957;13.277;16.13;1.35;28;3.1;0.9;20;1
1765;197304;0.89;2.934;7.605;4.24;0.96;1;1.98;0.82;18;1
1765;197305;1.18;10.575;28.323;22.4;1.5;3;4.62;0.98;15;1
1765;197306;0.92;3.692;9.571;9.12;1.15;6;1.1;0.74;19;1
1765;197307;0.82;2.057;5.509;3.48;0.92;18;0.7;0.7;10;1
1765;197308;0.78;1.473;3.945;1.98;0.82;17;0.9;0.72;26;1
1765;197309;0.81;1.861;4.825;3.1;0.9;17;1.1;0.74;30;1
1765;197310;0.8;2.158;5.779;12.38;1.25;15;0.5;0.66;10;1
1765;197311;0.78;1.519;3.938;1.98;0.82;1;0.4;0.64;28;1
1765;197312;0.83;2.2;5.893;6.93;1.07;22;1.3;0.76;1;1
1765;197401;1.25;13.77;36.882;39.15;1.85;8;2.26;0.84;1;1
1765;197402;1.61;29.108;70.417;85;2.5;17;10.5;1.2;27;1
1765;197403;1.1;7.672;20.548;14.25;1.3;3;4.62;0.98;30;1
1765;197404;0.78;4.066;10.538;9.13;1.15;19;2.54;0.86;21;1
1765;197405;0.37;3.869;10.364;8.3;0.5;5;1.7;0.3;28;1
1765;197406;0.3;2.053;5.321;7.93;0.49;29;0.2;0.2;16;1
1765;197407;0.28;1.471;3.94;3.44;0.36;1;0.5;0.22;24;1
1765;197408;0.21;0.423;1.132;1.25;0.27;15;0.2;0.2;5;1
1765;197409;0.23;0.616;1.597;2.28;0.32;2;0.1;0.15;15;1
1765;197410;0.23;0.537;1.438;0.98;0.26;23;0.2;0.2;1;1
1765;197411;0.32;2.744;7.112;9.8;0.54;24;0.2;0.2;3;1
1765;197412;0.29;1.47;3.938;2.74;0.34;1;0.98;0.26;19;1
1765;197501;0.38;4.552;12.191;11;0.57;24;0.8;0.25;8;1
1765;197502;0.44;5.979;14.463;11;0.57;14;3.96;0.38;10;1
1765;197503;0.58;12.208;32.699;28.11;0.87;8;4.28;0.39;1;1
1765;197504;0.37;3.749;9.717;5.96;0.44;4;2.22;0.32;24;1
1765;197505;0.31;2.086;5.587;3;0.35;18;1.7;0.3;5;1
1765;197506;0.31;2.029;5.258;5.28;0.42;29;0.8;0.25;14;1
1765;197507;0.29;1.518;4.066;3.32;0.36;27;0.68;0.24;21;1
1765;197508;0.29;1.585;4.246;3.32;0.36;15;0.68;0.24;1;1
1765;197509;0.27;1.221;3.166;3.64;0.37;29;0.68;0.24;2;1
1765;197510;0.29;1.663;4.455;5.28;0.42;1;0.98;0.26;7;1
1765;197511;0.37;3.745;9.708;9.4;0.53;3;2.22;0.32;11;1
1765;197512;0.37;3.783;10.133;10.2;0.55;3;1.96;0.31;31;1
1765;197601;0.31;1.888;5.058;4.94;0.41;31;1.7;0.3;4;1
1765;197602;0.49;7.863;19.701;16.52;0.69;3;4.6;0.4;29;1
1765;197603;0.42;5.157;13.812;10.2;0.55;24;3.32;0.36;6;1
1765;197604;0.38;3.921;10.164;6.3;0.45;4;2.74;0.34;26;1
1765;197605;0.28;1.309;3.506;2.22;0.32;1;0.8;0.25;26;1
1765;197606;0.25;0.835;2.163;3;0.35;4;0.44;0.22;17;1
1765;197607;0.25;0.897;2.404;2.22;0.32;5;0.56;0.23;1;1
1765;197608;0.24;0.749;2.006;2.48;0.33;29;0.2;0.2;20;1
1765;197609;0.25;0.87;2.255;1.7;0.3;28;0.68;0.24;2;1
1765;197610;0.42;5.965;15.977;21.8;0.78;28;1.16;0.27;3;1
1765;197611;0.61;13.658;35.402;31.84;0.92;8;5.28;0.42;29;1
1765;197612;0.67;16.436;44.022;52.24;1.16;9;9;0.52;27;1
1765;197701;0.68;16.936;45.363;42.3;1.05;26;9;0.52;8;1
1765;197702;0.96;36.673;88.72;78;1.4;11;19.4;0.74;7;1
1765;197703;0.66;15.006;40.193;21.8;0.78;20;11;0.57;31;1
